0,0.000
10,0.591
20,1.192
30,1.801
40,2.420
50,3.048
60,3.685
70,4.330
80,4.985
90,5.648
100,6.319
110,6.998
120,7.685
130,8.379
140,9.081
150,9.789
160,10.503
170,11.224
180,11.951
190,12.684
200,13.421
210,14.164
220,14.912
230,15.664
240,16.420
250,17.181
260,17.945
270,18.713
280,19.484
290,20.259
300,21.036
310,21.817
320,22.600
330,23.386
340,24.174
350,24.964
360,25.757
370,26.552
380,27.348
390,28.146
400,28.946
410,29.747
420,30.550
430,31.354
440,32.159
450,32.965
460,33.772
470,34.579
480,35.387
490,36.196
500,37.005
510,37.815
520,38.624
530,39.434
540,40.243
550,41.053
560,41.862
570,42.671
580,43.479
590,44.286
600,45.093
610,45.900
620,46.705
630,47.509
640,48.313
650,49.116
660,49.917
670,50.718
680,51.517
690,52.315
700,53.112
